,name,geometry,traffic_collision_count,avg_traffic_collisions_per_day
10,Beverly Hills,"MULTIPOLYGON (((-118.3911400000002 34.11242299912339, -118.3905740000003 34.10920299912332, -118.3911970000002 34.10748599912336, -118.3917570000002 34.10668199912335, -118.392227 34.10651699912334, -118.3920790000002 34.10635799912334, -118.3920810000001 34.09979399912348, -118.394894 34.09697599912339, -118.3954120000002 34.09617299912345, -118.3965060000001 34.0961819991235, -118.396504 34.09506599912343, -118.396154 34.09516299912351, -118.3959140000002 34.09501299912353, -118.3957280000002 34.09058599912353, -118.3945140000002 34.0905799991235, -118.3935860000002 34.08963499912361, -118.3897550000002 34.08849499912371, -118.3897330000002 34.07648999912372, -118.3907180000002 34.07650099912368, -118.3907040000002 34.07208299912377, -118.383764 34.07212199912377, -118.3837280000002 34.06968399912372, -118.3774030000002 34.06970899912385, -118.3773750000001 34.06932399912382, -118.3763170000001 34.0693359991238, -118.3763540000003 34.0697869991238, -118.3758920000001 34.0697839991237, -118.3758640000002 34.07029899912374, -118.3730170000002 34.06539499912384, -118.3720300000002 34.0641819991239, -118.3722580000002 34.06424499912382, -118.3720270000002 34.06386699912386, -118.3722440000002 34.06219999912388, -118.376001 34.05996499912385, -118.3760060000002 34.05961099912387, -118.3761740000002 34.05946199912391, -118.3772660000001 34.05938399912396, -118.3773300000002 34.06295399912389, -118.3835340000001 34.06293699912394, -118.383666 34.05709899912396, -118.3997130000002 34.05709599912397, -118.400002 34.0568769991239, -118.400428 34.05709699912394, -118.400785 34.05686699912395, -118.4009070000001 34.05699699912401, -118.4007510000001 34.05709799912393, -118.4012710000002 34.05709799912393, -118.4015840000002 34.05691499912388, -118.4016790000002 34.05702899912394, -118.4015560000002 34.05709899912399, -118.4018820000002 34.05709799912393, -118.40227 34.05688599912402, -118.4023710000001 34.05699599912386, -118.4021830000002 34.05709899912399, -118.4024630000002 34.05709899912393, -118.4027710000002 34.0568869991241, -118.4029270000001 34.05705499912389, -118.403261 34.05683099912392, -118.4034550000002 34.05702299912387, -118.4039930000001 34.05710099912393, -118.4059220000001 34.05710399912395, -118.4059290000002 34.054829999124, -118.4054520000002 34.05486099912397, -118.4052850000001 34.05440199912407, -118.4055620000002 34.05431199912395, -118.4055620000001 34.05414099912382, -118.4061220000002 34.05414499912393, -118.405484 34.052846999124, -118.4060230000001 34.05266599912401, -118.4115510000002 34.06042499912394, -118.4122040000003 34.06010099912391, -118.414166 34.06284099912381, -118.4135140000002 34.06316499912383, -118.4172530000002 34.0683829991238, -118.416371 34.06883999912381, -118.4173820000002 34.0702059991239, -118.418462 34.07236099912385, -118.4196420000002 34.07265199912371, -118.4209280000001 34.07542799912364, -118.4218390000002 34.07509299912382, -118.4225460000002 34.07527299912372, -118.4232890000001 34.07568899912373, -118.4227670000002 34.07704799912372, -118.423296 34.07756899912368, -118.4236320000001 34.07876399912374, -118.4234770000001 34.0788129991237, -118.4238280000002 34.0797399991237, -118.4226470000002 34.08000899912366, -118.4227780000002 34.08309299912367, -118.4269620000002 34.08304399912366, -118.4270410000001 34.09063099912353, -118.4245000000002 34.09063799912352, -118.4245530000003 34.09032199912357, -118.4240320000001 34.09011099912354, -118.4233180000002 34.09053499912348, -118.4226890000002 34.09056099912355, -118.4227400000001 34.09431499912346, -118.4139340000002 34.09426799912356, -118.4126090000002 34.09291699912346, -118.4119690000001 34.09247899912351, -118.411883 34.09224399912347, -118.4114710000002 34.09349599912358, -118.4094400000002 34.0948589991235, -118.4091900000002 34.09553799912351, -118.4094940000002 34.09614999912343, -118.4090540000002 34.09656999912345, -118.4088920000001 34.09711899912352, -118.4086410000001 34.09714699912348, -118.4090670000001 34.09755399912345, -118.4087850000002 34.09845199912343, -118.4090050000001 34.09900099912349, -118.4090580000002 34.10015599912345, -118.4086060000001 34.10045799912343, -118.4087230000001 34.10065999912344, -118.4081710000002 34.1012899991234, -118.4082600000001 34.10150199912345, -118.4054100000001 34.10146099912339, -118.4052990000002 34.09799899912344, -118.4051440000001 34.09715599912344, -118.4053200000001 34.09629999912357, -118.4024190000001 34.09366699912342, -118.4020640000002 34.09379099912343, -118.401677 34.09420499912351, -118.4013990000001 34.09383999912347, -118.400888 34.09399399912353, -118.4010380000002 34.1087329991233, -118.3986550000002 34.10860999912335, -118.4000730000002 34.11093499912334, -118.3992030000002 34.1114869991234, -118.3972020000002 34.1116189991233, -118.3963650000001 34.11161599912327, -118.3960060000002 34.11120299912339, -118.3958560000001 34.11241399912322, -118.3911400000002 34.11242299912339)))",54,0.12217194570135746
11,Beverlywood,"MULTIPOLYGON (((-118.3896110000001 34.05230999912389, -118.3895110000001 34.04950999912385, -118.385411 34.04880999912388, -118.3883100000001 34.03900999912411, -118.38841 34.03820999912405, -118.38941 34.03470999912416, -118.394111 34.0361099991241, -118.3985110000002 34.03720999912412, -118.3992110000001 34.03970999912413, -118.398511 34.04120999912406, -118.398711 34.04370999912402, -118.399011 34.04380999912397, -118.3988590000002 34.0454799991239, -118.402553 34.04635299912396, -118.401531 34.0519669991239, -118.397711 34.05230999912393, -118.3896110000001 34.05230999912389)))",43,0.09728506787330317
12,Boyle Heights,"MULTIPOLYGON (((-118.192705 34.06181099912381, -118.1923840038276 34.03400247045413, -118.1918408528003 34.03400446002813, -118.1918458528144 34.03441646002893, -118.1912910000002 34.03441699912423, -118.1912690000001 34.0336129991242, -118.191286 34.03327399912413, -118.192377 34.0332329991241, -118.192219 34.0150799991244, -118.191436 34.01508399912436, -118.191428 34.01276099912442, -118.201273 34.0135839991245, -118.205058 34.01437399912449, -118.205026 34.01262599912447, -118.20534 34.01281599912446, -118.207041 34.01277699912451, -118.208166 34.01500599912457, -118.2127010000001 34.01498899912436, -118.2126980000001 34.01429499912439, -118.218069 34.0159849991244, -118.218064 34.01496499912438, -118.2229128088097 34.01494244501524, -118.223906 34.01851299912442, -118.2262060000001 34.02931199912413, -118.2264640000001 34.02943499912414, -118.227406 34.03451199912409, -118.228406 34.03861199912411, -118.230306 34.04801199912404, -118.2289060000002 34.05321099912383, -118.227306 34.05511099912379, -118.2258060000001 34.05441099912397, -118.219306 34.05691099912389, -118.213506 34.06141099912384, -118.2075060000001 34.06521099912367, -118.2048050000001 34.06571099912376, -118.202105 34.06571099912376, -118.198405 34.06511099912373, -118.192805 34.06391099912392, -118.192705 34.06181099912381)))",1466,3.316742081447964
13,Brentwood,"MULTIPOLYGON (((-118.488415 34.13000599912306, -118.4799850000001 34.13001299912292, -118.479364 34.12951599912305, -118.478519 34.126655999123, -118.478241 34.12618399912304, -118.4776370000001 34.12594499912311, -118.476115 34.12600599912297, -118.477815 34.12330599912307, -118.481864 34.11821799912312, -118.4820690000001 34.117339999123, -118.4820810000001 34.11132299912321, -118.4819150000001 34.11070699912317, -118.4776490000001 34.10503999912328, -118.4772010000001 34.10400799912322, -118.4771660000001 34.10291999912337, -118.4778520000001 34.10012799912337, -118.477906 34.09890299912347, -118.4773010000001 34.0966799991235, -118.475945 34.09636699912333, -118.475596 34.09574399912339, -118.475826 34.09239399912349, -118.4751360000001 34.08609199912342, -118.474802 34.08447599912348, -118.4742770000001 34.08328099912355, -118.4723880000001 34.08068899912367, -118.469885 34.07803099912362, -118.468977 34.07736699912363, -118.4683250000001 34.07607599912354, -118.465995 34.07322299912365, -118.466532 34.07291799912367, -118.460203 34.0653749991238, -118.4596260000002 34.06550399912379, -118.4551610000001 34.06024299912372, -118.458781 34.05807299912396, -118.4611000000002 34.06004599912379, -118.4628140000002 34.06310899912391, -118.4632000000001 34.06506599912379, -118.465336 34.06698899912373, -118.466731 34.06770799912381, -118.468893 34.06587099912373, -118.467953 34.06090999912379, -118.4592294116747 34.05079463890208, -118.47096 34.04127599912417, -118.471513 34.04174899912413, -118.471275 34.04194199912395, -118.473721 34.04403599912408, -118.474278 34.044313999124, -118.474382 34.04420799912411, -118.477283 34.04669899912405, -118.4783480000002 34.04626499912402, -118.478438 34.04562899912401, -118.479015 34.04568699912392, -118.479136 34.04518899912394, -118.479647 34.0451069991241, -118.479745 34.04470299912406, -118.480161 34.04452899912417, -118.4800150000001 34.04445599912403, -118.483766 34.04142999912406, -118.4941032137932 34.05024852326198, -118.493814 34.05010799912388, -118.493014 34.05180799912383, -118.4925140000001 34.05350799912392, -118.4931140000001 34.05640799912396, -118.4927140000001 34.05840799912377, -118.4934590000001 34.05891999912381, -118.4934780000001 34.05994499912389, -118.4936370000001 34.06031099912379, -118.494368 34.06062999912375, -118.49505 34.0605539991238, -118.495513 34.0601659991238, -118.496172 34.05633599912391, -118.496359 34.05601899912399, -118.498628 34.0549209991238, -118.499054 34.05440699912382, -118.499256 34.053689999124, -118.4995440000001 34.05328899912386, -118.500614 34.05290799912391, -118.50294 34.05272199912398, -118.503885 34.05227999912387, -118.508014 34.046607999124, -118.508427 34.0462399991239, -118.509166 34.04618899912392, -118.5100060000001 34.04668699912401, -118.510059 34.04727999912399, -118.509297 34.04856199912405, -118.509212 34.04898999912393, -118.5092710000001 34.05051699912389, -118.509541 34.05090299912393, -118.5099610000001 34.05108799912394, -118.506807 34.05532399912385, -118.506814 34.06150799912376, -118.5071140000001 34.06410799912384, -118.511514 34.06690799912384, -118.516515 34.07220799912368, -118.5152150000001 34.07500799912373, -118.5175150000001 34.07600799912372, -118.520515 34.08180699912349, -118.518415 34.08180699912349, -118.519515 34.08280699912348, -118.5180150000001 34.08310699912364, -118.5207150000002 34.08860699912339, -118.525516 34.10440699912328, -118.525616 34.10730699912323, -118.5279160000001 34.11820599912323, -118.5275160000001 34.11850599912308, -118.5283160000001 34.11890599912314, -118.529216 34.12200599912303, -118.528616 34.12550599912302, -118.5271160000001 34.12910599912314, -118.510716 34.13030599912292, -118.5104160000001 34.13070599912292, -118.508516 34.13120599912293, -118.5041160000001 34.12800599912303, -118.5026160000001 34.12840599912297, -118.502016 34.13060599912289, -118.5022160000001 34.12950599912306, -118.500916 34.12910599912313, -118.496815 34.1305059991229, -118.4960150000001 34.13000599912294, -118.494415 34.13010599912297, -118.4928150000001 34.13110599912298, -118.490415 34.13120599912293, -118.490015 34.13060599912304, -118.488415 34.13000599912306)))",395,0.8936651583710408
14,Broadway-Manchester,"MULTIPOLYGON (((-118.278207 33.96001399912514, -118.269506 33.96001399912504, -118.2694377868819 33.92310199417098, -118.2773319748785 33.92328100042939, -118.2772889860438 33.92285600238382, -118.2775339896086 33.92243300664812, -118.2782209887906 33.92250900026267, -118.278225981751 33.92321799797693, -118.2812652780672 33.92319900129804, -118.279848 33.93494499912537, -118.2798060000001 33.94291399912524, -118.2796060000001 33.94551399912521, -118.2793060000001 33.9472139991251, -118.2807070000002 33.95661399912518, -118.280807 33.95991399912499, -118.278207 33.96001399912514)))",733,1.658371040723982
15,Burbank,"MULTIPOLYGON (((-118.2927610000002 34.22165399912198, -118.2802090000001 34.2071039991222, -118.2801090000002 34.19020499912229, -118.283377 34.18598399912235, -118.2878310000002 34.18763199912238, -118.2882720000001 34.18715399912236, -118.2900920000003 34.18461599912246, -118.2928750000002 34.1816339991225, -118.2975990000002 34.1770039991226, -118.2963920000002 34.17612199912256, -118.2989060000002 34.17369899912255, -118.29918 34.1732759991225, -118.2968870000001 34.17155999912251, -118.3020300000001 34.16657099912258, -118.304583 34.16435199912262, -118.3070170000002 34.16178299912268, -118.3078490000002 34.16115199912266, -118.3087280000002 34.16143899912264, -118.3096460000001 34.16125899912264, -118.3103200000002 34.16075999912264, -118.3121890000002 34.1553449991228, -118.3146750000001 34.15427799912275, -118.3158180000002 34.15445299912275, -118.316002 34.15466099912266, -118.3172170000002 34.15479199912278, -118.3176770000002 34.15631299912268, -118.3221100000002 34.15572699912273, -118.3257210000002 34.15325299912293, -118.3290260000002 34.15018099912281, -118.3300670000002 34.14974699912281, -118.3310280000001 34.14831799912285, -118.3366370000002 34.14649399912297, -118.3388040000002 34.14522799912289, -118.3398910000002 34.14555899912285, -118.3403430000002 34.14549199912292, -118.34088 34.14493499912282, -118.3448380000002 34.14269199912282, -118.3456650000002 34.14236699912291, -118.345949 34.14457299912285, -118.3531030000002 34.16128899912276, -118.3571510000003 34.16128699912271, -118.3571580000002 34.16490799912263, -118.3547270000001 34.16490899912257, -118.3577580000002 34.1721619991226, -118.3608240000002 34.19248499912229, -118.3611900000001 34.19397099912232, -118.3611510000001 34.19465099912232, -118.3703130000002 34.19637899912227, -118.3703120000002 34.20119699912215, -118.3622610000002 34.20123399912221, -118.362171 34.20141899912221, -118.3629870000002 34.2068179991221, -118.3399300000002 34.20650299912221, -118.3398060000002 34.21119399912206, -118.3377370000001 34.21127099912208, -118.3377060000002 34.21258899912205, -118.3360320000002 34.21430899912203, -118.3364170000001 34.21456799912196, -118.3348450000002 34.21551399912199, -118.3351280000002 34.21675299912208, -118.3374620000001 34.22131199912201, -118.2927610000002 34.22165399912198)))",9,0.020361990950226245
16,Calabasas,"MULTIPOLYGON (((-118.6945440000001 34.16841799912253, -118.6743770000002 34.16816499912262, -118.6742336247726 34.16590926695656, -118.6742138066609 34.15466427129864, -118.6686679853253 34.15465890900171, -118.6686658445617 34.15481692111985, -118.6685032790368 34.15481653174864, -118.6685029780249 34.15465880269921, -118.667512112605 34.15465834410004, -118.6675212123453 34.15222263722826, -118.6669250000002 34.15230299912284, -118.6663800000002 34.15217899912277, -118.6656811154037 34.15136367309613, -118.6653103187224 34.15411004888559, -118.6643720141766 34.15465504916218, -118.6586872473873 34.15465040694591, -118.6586779246355 34.15795845714115, -118.6551770000002 34.15808299912266, -118.6552240000002 34.16109299912269, -118.6543120000002 34.16083699912271, -118.6543530000002 34.1581129991227, -118.6513090000002 34.15808899912272, -118.6512950000002 34.15774799912261, -118.6499860000002 34.15773599912261, -118.6499486845114 34.15892230809403, -118.6493680000002 34.15896499912266, -118.6482870000002 34.1587059991227, -118.6467760000001 34.1576689991228, -118.6467220000001 34.15724799912277, -118.6447220000002 34.15797199912276, -118.6447390000002 34.15745899912269, -118.6457530000002 34.15600399912271, -118.64127 34.15792399912269, -118.6412760000002 34.15663299912269, -118.6384830000002 34.15759699912272, -118.6321620000001 34.15052499912285, -118.63125 34.15108699912278, -118.6302550000002 34.15038099912279, -118.6300750000002 34.14983299912289, -118.6298110000001 34.14989299912278, -118.6289780000001 34.14734899912291, -118.6291530000002 34.14689899912289, -118.6228880000001 34.14726799912282, -118.6149710000002 34.14727699912286, -118.6149780000003 34.14926699912282, -118.6101460000002 34.14742999912275, -118.6108020000002 34.14744099912291, -118.6110200000002 34.14524799912287, -118.6113944090569 34.14365265032877, -118.6142408014626 34.14365641231068, -118.6153100000002 34.1428329991229, -118.6150940000001 34.14147899912292, -118.6136330000001 34.14138199912286, -118.6128050000001 34.14064499912291, -118.6127760000002 34.13977299912288, -118.6062034707876 34.13965862411661, -118.606245645059 34.12900110415265, -118.6106090615413 34.12902239431132, -118.6106296727879 34.12533058044352, -118.6411074628799 34.12530834876561, -118.6448322128965 34.12532232970366, -118.644955197047 34.12905448796756, -118.6500617613451 34.12907053685075, -118.6502053140472 34.12153142579452, -118.650944180797 34.12083674087975, -118.6513637861256 34.11986019652828, -118.6514934542805 34.11829238819136, -118.6518046114934 34.11729987862495, -118.6605280000002 34.11707099912324, -118.676932 34.11770399912317, -118.6885840000002 34.1174659991232, -118.6886840000002 34.11426799912323, -118.7063830000002 34.11426699912325, -118.7066900000002 34.10712099912328, -118.7107384972251 34.10718476072527, -118.7107720000002 34.10420399912333, -118.7113430000002 34.10391199912329, -118.7117310000002 34.10483399912338, -118.7117740000002 34.10542199912336, -118.711359 34.10700699912339, -118.7114400000001 34.10892099912326, -118.7113180000001 34.1097999991233, -118.7109690000002 34.1110569991233, -118.708409 34.11752199912322, -118.7064190000002 34.12498099912311, -118.7195020000001 34.12500799912309, -118.7195890000002 34.128165999123, -118.7197872788975 34.12816757903454, -118.7197902151586 34.12897251688813, -118.7201457176469 34.12897218047323, -118.7201585493907 34.12985754559342, -118.7206210000002 34.13065899912307, -118.7207401932588 34.13171053903597, -118.7201820000002 34.13206399912303, -118.7194100000002 34.13205199912301, -118.7196850000002 34.13624099912306, -118.7241120000002 34.13631199912296, -118.724133860888 34.13829962092446, -118.7267972395646 34.13799865048482, -118.7279564556633 34.13810158993966, -118.7291821088183 34.13843288950915, -118.7306383000593 34.13923921594137, -118.7349370457869 34.14215345623101, -118.7358719329437 34.14267020794711, -118.7370238572315 34.14304324369543, -118.7370600000003 34.15435299912277, -118.7323240000002 34.1543019991227, -118.726317 34.16787499912258, -118.7233740000003 34.16786099912268, -118.7116740000003 34.16851699912259, -118.7050660000002 34.16859699912261, -118.6945440000001 34.16841799912253)))",2,0.004524886877828055
17,Canoga Park,"MULTIPOLYGON (((-118.6030170000001 34.23530599912172, -118.5883200000001 34.23530299912163, -118.588319 34.18820399912227, -118.597311 34.18821299912225, -118.60674 34.18643499912233, -118.61462 34.18640399912231, -118.61452 34.19830399912214, -118.61472 34.19970399912216, -118.61452 34.20470399912215, -118.61472 34.21190399912192, -118.61452 34.21540399912199, -118.614621 34.21940399912192, -118.61012 34.21940399912184, -118.605814 34.21960199912184, -118.605818 34.22569699912187, -118.605704 34.2264239991219, -118.605122 34.22731999912185, -118.6030520000001 34.22890699912174, -118.6026340000001 34.2298629991218, -118.602821 34.23130299912174, -118.604821 34.23530299912166, -118.6030170000001 34.23530599912172)))",1080,2.4434389140271495
18,Carson,"MULTIPOLYGON (((-118.2576050000002 33.88626799912611, -118.2572130000001 33.8840009991261, -118.2581410000001 33.88397199912608, -118.2613060000002 33.8813429991261, -118.2615120000002 33.88011199912614, -118.2608140000002 33.88018199912614, -118.2590980000002 33.87996199912611, -118.2533760000002 33.88011599912611, -118.2536660000002 33.88171699912616, -118.2487410000002 33.88171699912616, -118.2487340000002 33.88041499912604, -118.2472980000002 33.88045199912617, -118.2474240000002 33.87891199912617, -118.248642 33.87881299912618, -118.2486600000002 33.87007999912622, -118.244139 33.87018599912626, -118.2423990000001 33.8698939991262, -118.2420770000002 33.86773999912622, -118.2356340000001 33.86789999912624, -118.2338910000002 33.84663599912649, -118.2054960000002 33.84662299912655, -118.2057840000003 33.84500599912656, -118.2073320000002 33.83941899912664, -118.2112620000002 33.83830699912657, -118.2117980000002 33.83663599912664, -118.2126580000002 33.83545999912668, -118.213191 33.83442099912667, -118.2159680000001 33.83438399912669, -118.216847 33.83171499912677, -118.2168750000001 33.83015199912677, -118.2157620000001 33.8260749991268, -118.2188850000002 33.82568199912674, -118.2222830000003 33.82581399912671, -118.2222970000003 33.82429199912682, -118.2245760000001 33.82428799912682, -118.2266220000001 33.82953099912677, -118.2285030000001 33.8243749991268, -118.228066 33.8241949991269, -118.2253870000001 33.81100799912689, -118.2253730000001 33.80845799912703, -118.2252800000002 33.80815299912702, -118.2239260000001 33.80642299912703, -118.2239400000002 33.80621899912704, -118.2244320000002 33.80458599912709, -118.2271810000002 33.80009999912715, -118.2288560000001 33.79526399912712, -118.2302610000001 33.79277199912721, -118.237482 33.80048099912707, -118.2584450000002 33.79944199912712, -118.2565120000002 33.80477399912712, -118.2622610000002 33.80461599912717, -118.2622590000002 33.80451199912714, -118.263361 33.80470499912719, -118.264603 33.80469699912705, -118.2644020000002 33.80097499912715, -118.2645020000001 33.79913199912722, -118.2829970000001 33.7982409991272, -118.2829300000001 33.79763099912714, -118.2867369784506 33.79781800251274, -118.2876519721433 33.79878000548371, -118.2881519721437 33.79955800548481, -118.2887669721442 33.80108900548693, -118.2888419721435 33.80293100548938, -118.2874539721396 33.80919100549723, -118.2872439721388 33.81103700549949, -118.2871449721299 33.83713600553325, -118.284916990467 33.84623900519849, -118.2860169948005 33.84625300575105, -118.2860360000003 33.8522479991265, -118.2852750000002 33.85224999912638, -118.2852540000002 33.85415699912644, -118.2905180000002 33.85422299912651, -118.2905230000003 33.85869899912628, -118.2856150000001 33.86104399912637, -118.2854880000001 33.86063599912634, -118.2852110000002 33.86048099912635, -118.2851360000002 33.86068399912632, -118.2853630000001 33.8611559991263, -118.2815550000001 33.86280199912634, -118.2816430000001 33.87201899912625, -118.2818450000001 33.87269699912616, -118.2822470000002 33.87263899912632, -118.2821070000002 33.87285299912627, -118.2822800000002 33.87412699912617, -118.2827289859748 33.88546600124116, -118.2613629906937 33.88609100127599, -118.2611610000001 33.88523399912604, -118.2602310000001 33.88521999912603, -118.259841 33.88524799912604, -118.259878 33.885616999126, -118.2593660000003 33.88570799912608, -118.2594620000001 33.88621199912609, -118.2576050000002 33.88626799912611)))",29,0.06561085972850679
19,Carthay,"MULTIPOLYGON (((-118.36841 34.06370999912389, -118.36151 34.0630099991238, -118.36381 34.05840999912383, -118.36691 34.05150999912393, -118.3762100000001 34.05330999912392, -118.37631 34.05945268405537, -118.376006 34.05961099912381, -118.376001 34.05996499912383, -118.372244 34.06219999912386, -118.372027 34.0638669991238, -118.3722312649008 34.06420125077948, -118.36841 34.06370999912389)))",170,0.38461538461538464
20,Central-Alameda,"MULTIPOLYGON (((-118.2433060000001 34.02071299912436, -118.2395060000002 34.0200129991243, -118.239745 34.01349399912444, -118.239593 34.0088869991245, -118.2379180000001 33.98939299912469, -118.2564359748451 33.989498000008, -118.256506 33.98921506329079, -118.256406 33.99881399912459, -118.2565070000001 34.01471299912435, -118.254407 34.01991299912431, -118.2541070000001 34.02051299912434, -118.2505070000001 34.02451299912422, -118.246006 34.0219129991243, -118.2440060000001 34.02091299912429, -118.2433060000001 34.02071299912436)))",608,1.3755656108597285
21,Century City,"MULTIPOLYGON (((-118.4144278935449 34.06444100521822, -118.413514 34.06316499912383, -118.414166 34.06284099912377, -118.4122040000002 34.06010099912388, -118.411551 34.06042499912388, -118.4059540000001 34.05262599912396, -118.417111 34.04620999912391, -118.4215120000002 34.0512089991238, -118.421612 34.0523089991239, -118.4227120000001 34.05330899912398, -118.423212 34.05530899912395, -118.4239120000001 34.05710899912385, -118.424212 34.05750899912375, -118.4144278935449 34.06444100521822)))",163,0.36877828054298645
22,Chatsworth,"MULTIPOLYGON (((-118.5850909999198 34.30347799919912, -118.5717619999275 34.29861899923004, -118.571578999896 34.29794999932509, -118.5710169999807 34.29693099903459, -118.5701590001585 34.29580399904373, -118.572476 34.29467699912104, -118.5703320000002 34.28698899912099, -118.569577 34.27999999912114, -118.569535 34.27545499912122, -118.55982 34.2745019991212, -118.559484 34.27403499912135, -118.557959 34.27344999912115, -118.556651 34.27121399912134, -118.556702 34.26697499912122, -118.5569570000002 34.26644199912128, -118.55672 34.26620199912139, -118.55672 34.26550199912127, -118.55852 34.26320199912134, -118.55782 34.25900199912152, -118.5587200000001 34.25720199912154, -118.5584200000001 34.25720199912154, -118.55982 34.25550199912147, -118.5596470000001 34.25340899912148, -118.56222 34.24900299912151, -118.56282 34.24840299912152, -118.5634200000001 34.24710299912152, -118.56452 34.2425029991216, -118.56432 34.23530299912171, -118.5634200000001 34.2348029991218, -118.56322 34.23410299912167, -118.5710210000001 34.23558199912164, -118.5710200000001 34.23150299912167, -118.5803620000001 34.23149999912173, -118.580705 34.2316319991218, -118.580938 34.23199399912171, -118.581068 34.23435199912166, -118.581418 34.2348879991217, -118.5823190000001 34.23527099912172, -118.604821 34.23530299912166, -118.604949 34.23554599912175, -118.6076535476611 34.23769560681683, -118.6091472796305 34.23862163057402, -118.6106054104878 34.23886788676992, -118.6129256046691 34.23815387117941, -118.6162636626506 34.238507572068, -118.61811764784 34.23828352960979, -118.6201160297386 34.23852691095383, -118.6209185488369 34.23904951246072, -118.6213467127717 34.23976911116555, -118.6213781876561 34.24084188968266, -118.6218890556774 34.24250299924526, -118.625421 34.24040299912175, -118.6302350000001 34.23924099912181, -118.629945 34.23872299912175, -118.6304780060361 34.23855698586492, -118.630725 34.23777199912185, -118.6314629525908 34.23701804755922, -118.6469811516814 34.23808197601645, -118.6497120000193 34.22711500225083, -118.6528610030841 34.22711074544825, -118.652862 34.22735199912176, -118.653292 34.22734899912189, -118.653291 34.22710999912184, -118.6540470824747 34.22710902341229, -118.6540720000001 34.22468799912179, -118.658735 34.22457799912178, -118.6593080000001 34.22221199912178, -118.6597520000002 34.22114899912195, -118.6598170000001 34.21808599912188, -118.659205 34.21691799912181, -118.6589590000002 34.21594599912199, -118.655916 34.21594599912196, -118.6546200000002 34.21641799912189, -118.6523750000002 34.21641899912193, -118.6532410720101 34.21294599757137, -118.6627707719821 34.21292340088551, -118.6627640000002 34.20934299912204, -118.667796 34.20932899912203, -118.6677380000002 34.21211199912197, -118.668058 34.22398799912191, -118.6675460000001 34.24040299912168, -118.6480740000002 34.24043499912167, -118.6375010000001 34.24027199912156, -118.635787 34.24050599912162, -118.6324950000002 34.24042599912177, -118.6325100049787 34.2582690037844, -118.6322989778043 34.26356698772205, -118.6332486404081 34.26968305703512, -118.6287460000942 34.27330399931528, -118.6268629999965 34.27437899919885, -118.6252119998857 34.27503299931598, -118.6225709997458 34.27564199930243, -118.6073360002348 34.27774399889798, -118.6059840001408 34.27778299911409, -118.6043390001363 34.27752299891747, -118.5962079999324 34.27452099923639, -118.5937230000746 34.27718399913047, -118.5925719998043 34.27803699924728, -118.5919970001682 34.27918499928423, -118.5916990002526 34.28022999890715, -118.5919089999291 34.28062699923555, -118.5921700001293 34.28235699916544, -118.5910139997965 34.28243699909401, -118.5910860000022 34.28364099900939, -118.5912720002525 34.28383399899622, -118.5917639999296 34.2855729992251, -118.5919670002206 34.28685399931013, -118.5916359998495 34.28770399922698, -118.5911800001227 34.29179699926832, -118.5909380001942 34.29766999910409, -118.5885330000012 34.30321899914454, -118.5868779999033 34.3031499989456, -118.5850909999198 34.30347799919912)))",660,1.493212669683258
